Type	error	PC Date	PC Time	GPS date	gps time	latitude	longitude	equ temp	std val	CO2 mv	CO2 um/m	H2O mv	H2O mm/m	licor temp	licor press	 atm press	equ press	H2O flow	licor flow	equ pump	vent flow	atm cond	equ cond	drip 1	Aux. H2Oflow	cond temp	dry box temp	deck box temp	Fluke Temp2	Oxygen	Saturation	Optode Temp	WB Pressure	O2_Cal_status
STD1	0	30/08/18	14:11:00	//	14:11:00	58.7485	2.4634	15.37	0.00	5.72	-0.13	-17.21	-0.11	33.08	1022.20	1018.77	-0.92	2.86	87.43	124.00	-55.69	9.89	9.89	9.89	4.35	4.75	27.12	33.52	15.212	313.550	100.438	15.408	1022.40	1
STD2	0	30/08/18	14:15:30	//	14:15:30	58.7558	2.4299	15.39	189.97	1248.30	189.61	-24.54	-0.15	33.08	1022.00	1018.63	-0.93	2.88	71.11	124.00	-55.76	9.89	9.89	9.89	2.41	4.81	27.12	33.52	15.233	313.529	100.481	15.431	1022.44	1
STD3	0	30/08/18	14:20:00	//	14:20:00	58.7633	2.3962	15.42	395.35	2245.50	394.05	-28.17	-0.17	33.09	1022.20	1018.76	-0.84	2.89	79.47	124.00	19.12	9.89	9.89	9.89	2.79	4.75	27.12	33.52	15.246	312.065	100.061	15.454	1022.48	1
STD4	0	30/08/18	14:24:31	//	14:24:31	58.7708	2.3622	15.45	519.92	2740.20	519.91	-29.46	-0.18	33.07	1022.40	1018.85	-0.99	2.88	71.63	124.00	-55.70	9.89	9.89	9.89	4.98	5.00	27.06	33.52	15.288	313.462	100.573	15.484	1022.41	1
ATM	0	30/08/18	14:29:01	//	14:29:01	58.7784	2.3286	15.44	NaN	2256.20	397.11	205.16	1.35	33.06	1022.10	1018.77	-0.85	2.88	104.71	124.00	-55.78	9.89	9.89	9.89	3.43	5.00	27.00	33.52	15.285	313.673	100.635	15.481	1022.52	1
ATM	0	30/08/18	14:30:31	//	14:30:31	58.7809	2.3175	15.44	NaN	2256.10	397.07	206.41	1.36	33.06	1022.10	1018.84	-0.92	2.89	103.01	124.00	-55.78	9.89	9.89	9.89	5.19	4.87	27.06	33.52	15.252	313.718	100.624	15.469	1022.47	1
ATM	0	30/08/18	14:32:01	//	14:32:02	58.7834	2.3063	15.40	NaN	2256.00	396.96	206.95	1.37	33.06	1022.30	1018.87	-0.99	2.87	104.28	124.00	-55.79	9.89	9.89	9.89	2.59	4.94	27.06	33.52	15.220	315.517	101.112	15.428	1022.59	1
ATM	0	30/08/18	14:33:32	//	14:33:32	58.7859	2.2950	15.41	NaN	2255.70	396.89	207.33	1.37	33.06	1022.30	1018.91	-0.94	2.88	103.49	124.00	-55.73	9.89	9.89	9.89	3.89	4.81	27.00	33.52	15.282	314.342	100.796	15.456	1022.64	1
ATM	0	30/08/18	14:35:02	//	14:35:02	58.7885	2.2838	15.44	NaN	2256.10	396.97	207.29	1.37	33.05	1022.30	1018.92	-0.93	2.88	102.71	124.00	-55.65	9.89	9.89	9.89	3.86	4.94	27.00	33.52	15.263	313.172	100.464	15.476	1022.58	1
EQU	0	30/08/18	14:39:58	//	14:39:58	58.7968	2.2467	15.40	NaN	2029.00	344.66	207.00	1.37	33.03	1022.30	1019.04	-0.93	2.87	87.64	124.00	-55.41	9.89	9.89	9.89	2.92	4.87	26.94	33.52	15.247	312.766	100.264	15.444	1022.67	1
EQU	0	30/08/18	14:41:31	//	14:41:31	58.7994	2.2351	15.41	NaN	2032.90	345.49	207.25	1.37	33.02	1022.40	1019.08	-0.95	2.89	87.64	124.00	-55.64	9.89	9.89	9.89	2.61	4.81	27.00	33.41	15.254	312.505	100.190	15.448	1022.78	1
EQU	0	30/08/18	14:43:04	//	14:43:04	58.8021	2.2234	15.40	NaN	2038.10	346.60	206.87	1.37	33.02	1022.50	1018.96	-1.04	2.87	85.22	124.00	-55.61	9.89	9.89	9.89	2.57	4.87	27.00	33.52	15.246	312.885	100.296	15.441	1022.63	1
EQU	0	30/08/18	14:44:36	//	14:44:36	58.8047	2.2119	15.41	NaN	2041.10	347.27	206.66	1.36	33.01	1022.40	1019.01	-0.96	2.87	84.32	124.00	-55.62	9.89	9.89	9.89	3.57	4.87	27.00	33.52	15.262	312.759	100.279	15.451	1022.66	1
EQU	0	30/08/18	14:46:09	//	14:46:09	58.8073	2.2001	15.42	NaN	2042.60	347.54	206.12	1.36	33.00	1022.50	1018.88	-0.96	2.88	85.97	124.00	-43.55	9.89	9.89	9.89	2.41	4.81	27.00	33.41	15.271	312.587	100.245	15.462	1022.62	1
EQU	0	30/08/18	14:47:41	//	14:47:42	58.8099	2.1885	15.43	NaN	2044.00	347.85	205.87	1.36	33.00	1022.50	1019.10	-0.93	2.87	85.70	124.00	-6.39	9.89	9.89	9.89	4.65	4.87	27.00	33.41	15.265	312.539	100.237	15.465	1022.74	1
EQU	0	30/08/18	14:49:14	//	14:49:14	58.8127	2.1770	15.42	NaN	2044.50	347.96	206.00	1.36	33.00	1022.60	1018.99	-0.96	2.88	86.62	124.00	-6.34	9.89	9.89	9.89	4.76	4.87	27.00	33.41	15.244	312.422	100.173	15.453	1022.81	1
EQU	0	30/08/18	14:50:47	//	14:50:47	58.8154	2.1654	15.40	NaN	2043.80	347.83	205.79	1.36	32.99	1022.50	1019.27	-0.87	2.90	85.22	124.00	-55.51	9.89	9.89	9.89	4.23	4.87	27.00	33.41	15.264	312.417	100.145	15.440	1022.88	1
EQU-DRAIN	0	30/08/18	14:52:19	//	14:52:19	58.8181	2.1539	15.44	NaN	2044.30	347.93	206.08	1.36	33.00	1022.50	1019.13	-0.91	2.89	86.83	124.00	-55.46	9.89	9.89	9.89	3.25	4.81	27.00	33.41	15.316	312.410	100.250	15.490	1022.83	1
EQU	0	30/08/18	14:54:13	//	14:54:13	58.8214	2.1397	15.50	NaN	2054.40	350.14	205.70	1.36	32.99	1022.60	1019.20	-0.95	2.92	84.90	124.00	-55.49	9.89	9.89	9.89	3.39	4.75	27.00	33.41	15.330	312.814	100.462	15.529	1022.93	1
EQU	0	30/08/18	14:55:45	//	14:55:46	58.8241	2.1280	15.49	NaN	2061.00	351.58	205.70	1.36	32.98	1022.70	1019.26	-0.99	2.87	87.21	124.00	-55.54	9.89	9.89	9.89	3.72	5.00	27.00	33.31	15.330	313.589	100.700	15.523	0.00	1
EQU	0	30/08/18	14:57:18	//	14:57:18	58.8269	2.1165	15.49	NaN	2064.30	352.35	205.50	1.36	32.98	1022.60	1019.21	-0.96	2.89	84.79	124.00	-55.54	9.89	9.89	9.89	3.51	5.00	27.00	33.31	15.333	313.208	100.581	15.525	1022.86	1
EQU	0	30/08/18	14:58:51	//	14:58:51	58.8296	2.1048	15.49	NaN	2066.10	352.75	205.37	1.35	32.96	1022.70	1019.08	-1.00	2.88	85.81	124.00	-55.54	9.89	9.89	9.89	3.87	4.81	26.94	33.31	15.344	312.909	100.504	15.534	1022.91	1
EQU	0	30/08/18	15:00:23	//	15:00:23	58.8323	2.0932	15.50	NaN	2067.90	353.12	205.16	1.35	32.97	1022.70	1019.19	-0.93	2.90	85.97	124.00	-55.59	9.89	9.89	9.89	4.39	4.94	26.94	33.31	15.341	312.681	100.428	15.532	1022.90	1
EQU	0	30/08/18	15:01:56	//	15:01:56	58.8350	2.0815	15.50	NaN	2068.50	353.23	205.16	1.35	32.97	1022.70	1019.19	-0.95	2.89	86.29	124.00	-55.67	9.89	9.89	9.89	4.47	4.75	26.94	33.31	15.342	312.527	100.381	15.534	1022.83	1
EQU	0	30/08/18	15:03:28	//	15:03:29	58.8377	2.0696	15.50	NaN	2068.70	353.25	205.00	1.35	32.96	1022.80	1019.24	-1.05	2.89	86.83	124.00	-55.65	9.89	9.89	9.89	3.94	4.75	27.00	33.31	15.342	312.238	100.290	15.535	1022.89	1
EQU	0	30/08/18	15:05:01	//	15:05:01	58.8405	2.0580	15.51	NaN	2068.20	353.17	205.20	1.35	32.97	1022.70	1019.29	-1.05	2.89	86.08	124.00	-55.70	9.89	9.89	9.89	3.66	4.75	27.00	33.31	15.363	312.165	100.297	15.549	1022.87	1
EQU	0	30/08/18	15:06:34	//	15:06:34	58.8432	2.0464	15.52	NaN	2068.50	353.14	205.37	1.35	32.96	1022.90	1019.19	-0.99	2.88	86.24	124.00	-55.65	9.89	9.89	9.89	3.47	4.75	27.00	33.31	15.368	312.189	100.322	15.557	1022.89	1
EQU	0	30/08/18	15:08:06	//	15:08:06	58.8459	2.0349	15.53	NaN	2066.70	352.82	204.95	1.35	32.95	1022.70	1019.28	-1.09	2.89	85.17	124.00	18.88	9.89	9.89	9.89	3.45	4.81	27.00	33.31	15.369	313.177	100.654	15.564	1022.89	1
EQU	0	30/08/18	15:09:39	//	15:09:39	58.8486	2.0232	15.53	NaN	2064.60	352.40	205.37	1.35	32.95	1022.60	1019.17	-0.90	2.90	85.70	124.00	18.97	9.89	9.89	9.89	4.45	4.94	27.00	33.31	15.384	314.183	100.989	15.569	1022.94	1
EQU	0	30/08/18	15:11:11	//	15:11:12	58.8514	2.0115	15.54	NaN	2063.60	352.09	205.20	1.35	32.95	1022.80	1019.31	-1.00	2.90	86.13	124.00	-55.63	9.89	9.89	9.89	3.88	4.81	27.00	33.31	15.389	313.645	100.838	15.579	1022.88	1
EQU	0	30/08/18	15:12:44	//	15:12:44	58.8541	1.9999	15.55	NaN	2062.60	351.86	205.20	1.35	32.95	1022.80	1019.32	-0.99	2.89	84.53	124.00	-55.70	9.89	9.89	9.89	3.57	4.69	27.00	33.31	15.379	313.778	100.883	15.580	1022.98	1
EQU	0	30/08/18	15:14:17	//	15:14:17	58.8568	1.9882	15.53	NaN	2062.20	351.74	205.50	1.36	32.95	1022.90	1019.31	-0.92	2.88	86.56	124.00	-55.62	9.89	9.89	9.89	4.37	4.75	26.94	33.31	15.372	313.921	100.906	15.569	1022.89	1
EQU	0	30/08/18	15:15:49	//	15:15:49	58.8595	1.9767	15.53	NaN	2060.80	351.47	205.37	1.35	32.94	1022.70	1019.33	-0.94	2.88	85.86	124.00	-55.44	9.89	9.89	9.89	3.37	4.69	26.94	33.20	15.376	313.579	100.793	15.568	1023.13	1
EQU	0	30/08/18	15:17:22	//	15:17:22	58.8623	1.9650	15.53	NaN	2059.60	351.23	205.16	1.35	32.95	1022.70	1019.29	-0.94	2.88	86.88	124.00	-55.51	9.89	9.89	9.89	4.55	4.75	26.94	33.31	15.371	313.263	100.690	15.567	1023.13	1
EQU	0	30/08/18	15:18:54	//	15:18:55	58.8650	1.9533	15.53	NaN	2058.60	351.02	204.87	1.35	32.95	1022.60	1019.42	-0.91	2.89	86.40	124.00	-55.52	9.89	9.89	9.89	3.41	4.69	26.94	33.31	15.362	313.466	100.738	15.559	1022.99	1
EQU	0	30/08/18	15:20:27	//	15:20:27	58.8678	1.9417	15.51	NaN	2058.00	350.81	205.12	1.35	32.94	1022.80	1019.32	-1.02	2.90	86.78	124.00	-55.64	9.89	9.89	9.89	3.43	4.75	27.00	33.31	15.350	312.948	100.548	15.549	1023.07	1
EQU	0	30/08/18	15:22:00	//	15:22:00	58.8706	1.9300	15.50	NaN	2056.30	350.41	204.95	1.35	32.94	1022.90	1019.40	-0.95	2.88	87.26	124.00	-55.62	9.89	9.89	9.89	4.35	4.75	27.00	33.31	15.338	313.078	100.559	15.534	1023.04	1
EQU	0	30/08/18	15:23:32	//	15:23:32	58.8734	1.9185	15.50	NaN	2055.00	350.11	205.04	1.35	32.94	1022.80	1019.51	-1.02	2.88	85.33	124.00	-55.63	9.89	9.89	9.89	2.57	4.75	27.00	33.31	15.343	313.357	100.649	15.534	1023.06	1
EQU	0	30/08/18	15:25:05	//	15:25:05	58.8761	1.9067	15.50	NaN	2055.40	350.20	205.04	1.35	32.94	1022.80	1019.49	-0.94	2.88	85.54	124.00	-55.64	9.89	9.89	9.89	3.61	4.94	27.00	33.31	15.337	313.350	100.639	15.531	1023.00	1
EQU	0	30/08/18	15:26:38	//	15:26:38	58.8789	1.8950	15.49	NaN	2056.50	350.45	205.45	1.35	32.94	1022.80	1019.39	-0.98	2.89	87.26	124.00	-55.61	9.89	9.89	9.89	3.58	5.06	26.94	33.20	15.331	313.319	100.619	15.526	1023.05	1
EQU	0	30/08/18	15:28:10	//	15:28:10	58.8817	1.8833	15.49	NaN	2057.90	350.76	205.16	1.35	32.94	1022.90	1019.44	-0.99	2.90	86.02	124.00	-55.59	9.89	9.89	9.89	2.74	5.06	27.00	33.31	15.319	313.231	100.582	15.522	1023.02	1
EQU	0	30/08/18	15:29:43	//	15:29:43	58.8845	1.8715	15.45	NaN	2058.60	350.92	204.91	1.35	32.94	1022.80	1019.35	-0.97	2.91	86.94	124.00	-55.61	9.89	9.89	9.89	4.64	4.94	26.94	33.20	15.274	313.307	100.514	15.479	1023.12	1
EQU	0	30/08/18	15:31:15	//	15:31:15	58.8872	1.8598	15.43	NaN	2059.10	351.02	204.66	1.35	32.94	1022.90	1019.43	-0.96	2.89	86.29	124.00	-55.67	9.89	9.89	9.89	3.18	4.87	27.00	33.20	15.275	314.089	100.750	15.472	1023.12	1
EQU	0	30/08/18	15:32:48	//	15:32:48	58.8900	1.8479	15.44	NaN	2059.90	351.17	204.83	1.35	32.94	1023.00	1019.36	-1.05	2.88	86.35	124.00	-55.65	9.89	9.89	9.89	2.74	4.81	27.00	33.20	15.283	313.828	100.669	15.474	1023.18	1
EQU	0	30/08/18	15:34:21	//	15:34:21	58.8927	1.8362	15.45	NaN	2059.60	351.13	204.54	1.35	32.94	1022.90	1019.55	-1.03	2.89	87.86	124.00	-55.59	9.89	9.89	9.89	4.70	4.69	26.94	33.20	15.300	313.036	100.443	15.487	1023.20	1
EQU	0	30/08/18	15:35:53	//	15:35:53	58.8955	1.8245	15.46	NaN	2058.70	350.94	204.16	1.35	32.94	1022.90	1019.51	-1.03	2.89	86.18	124.00	-55.57	9.89	9.89	9.89	3.70	4.69	27.00	33.20	15.323	313.044	100.482	15.504	1023.10	1
EQU	0	30/08/18	15:37:26	//	15:37:26	58.8983	1.8127	15.48	NaN	2057.60	350.69	204.29	1.35	32.94	1022.90	1019.58	-1.03	2.88	86.62	124.00	-55.62	9.89	9.89	9.89	4.00	4.69	26.94	33.20	15.333	312.995	100.495	15.517	1023.25	1
EQU	0	30/08/18	15:38:58	//	15:38:59	58.9010	1.8009	15.49	NaN	2056.10	350.34	204.20	1.35	32.94	1023.00	1019.42	-0.99	2.89	86.13	124.00	-55.67	9.89	9.89	9.89	3.14	4.75	26.94	33.20	15.335	313.011	100.515	15.524	1022.98	1
EQU	0	30/08/18	15:40:31	//	15:40:31	58.9038	1.7892	15.49	NaN	2054.70	350.01	204.62	1.35	32.93	1022.90	1019.25	-1.03	2.90	85.97	124.00	-55.69	9.89	9.89	9.89	3.55	5.00	26.94	33.20	15.340	313.305	100.622	15.530	1023.22	1
EQU	0	30/08/18	15:42:04	//	15:42:04	58.9065	1.7774	15.50	NaN	2053.60	349.78	205.04	1.35	32.92	1022.80	1019.56	-0.93	2.89	84.58	124.00	-55.71	9.89	9.89	9.89	3.86	5.06	26.94	33.20	15.344	313.076	100.557	15.534	1023.11	1
EQU	0	30/08/18	15:43:36	//	15:43:36	58.9092	1.7659	15.50	NaN	2053.40	349.68	205.00	1.35	32.94	1023.00	1019.37	-1.04	2.90	86.18	124.00	-55.66	9.89	9.89	9.89	3.73	5.00	26.94	33.20	15.344	313.574	100.726	15.538	1023.10	1
EQU	0	30/08/18	15:45:09	//	15:45:09	58.9120	1.7541	15.50	NaN	2053.10	349.70	205.00	1.35	32.94	1022.80	1019.55	-0.90	2.90	86.08	124.00	-55.29	9.89	9.89	9.89	3.45	4.87	26.94	33.20	15.340	314.188	100.913	15.533	1023.15	1
EQU	0	30/08/18	15:46:41	//	15:46:42	58.9149	1.7424	15.49	NaN	2053.20	349.72	205.16	1.35	32.93	1022.80	1019.46	-0.99	2.91	88.68	124.00	-55.22	9.89	9.89	9.89	3.68	4.81	26.94	33.20	15.327	313.830	100.776	15.523	1023.27	1
EQU	0	30/08/18	15:48:14	//	15:48:14	58.9177	1.7308	15.47	NaN	2053.10	349.67	204.91	1.35	32.94	1022.90	1019.38	-0.98	2.91	85.65	124.00	-55.24	9.89	9.89	9.89	3.49	4.75	26.94	33.20	15.309	313.952	100.782	15.507	1023.07	1
EQU	0	30/08/18	15:49:47	//	15:49:47	58.9204	1.7192	15.46	NaN	2052.60	349.54	205.08	1.35	32.93	1022.90	1019.43	-1.16	2.89	86.62	124.00	-55.65	9.89	9.89	9.89	2.78	4.69	27.00	33.20	15.309	316.144	101.470	15.500	1023.13	1
EQU	0	30/08/18	15:51:19	//	15:51:19	58.9232	1.7076	15.46	NaN	2052.10	349.41	204.75	1.35	32.92	1022.90	1019.45	-1.08	2.88	84.37	124.00	-55.63	9.89	9.89	9.89	4.51	4.69	27.00	33.20	15.311	315.988	101.420	15.500	1023.24	1
EQU-DRAIN	0	30/08/18	15:52:52	//	15:52:52	58.9260	1.6959	15.47	NaN	2051.40	349.29	204.54	1.35	32.93	1022.90	1019.37	-1.03	2.88	86.35	124.00	-55.61	9.89	9.89	9.89	5.21	4.75	26.94	33.20	15.309	316.933	101.728	15.502	1023.16	1
EQU	0	30/08/18	15:54:45	//	15:54:46	58.9294	1.6815	15.47	NaN	2051.40	349.29	205.50	1.35	32.94	1022.90	1019.62	-1.09	2.92	84.95	124.00	-55.57	9.89	9.89	9.89	3.36	4.81	26.94	33.20	15.311	316.632	101.636	15.504	1023.12	1
EQU	0	30/08/18	15:56:18	//	15:56:18	58.9322	1.6699	15.47	NaN	2051.50	349.28	204.87	1.35	32.93	1022.90	1019.35	-0.95	2.89	84.95	124.00	-55.60	9.89	9.89	9.89	4.76	5.06	26.94	33.20	15.301	315.822	101.367	15.500	1023.05	1
EQU	0	30/08/18	15:57:51	//	15:57:51	58.9350	1.6583	15.44	NaN	2053.30	349.65	204.79	1.35	32.93	1023.00	1019.32	-0.94	2.91	84.69	124.00	-55.63	9.89	9.89	9.89	4.12	5.00	27.00	33.20	15.266	317.166	101.738	15.473	1023.19	1
EQU	0	30/08/18	15:59:23	//	15:59:23	58.9378	1.6468	15.41	NaN	2056.20	350.38	204.91	1.35	32.93	1022.80	1019.51	-1.06	2.92	88.08	124.00	-55.69	9.89	9.89	9.89	4.59	4.94	27.00	33.20	15.223	316.384	101.413	15.439	1023.08	1
EQU	0	30/08/18	16:00:56	//	16:00:56	58.9406	1.6350	15.37	NaN	2058.80	350.99	204.91	1.35	32.93	1022.80	1019.48	-1.02	2.90	86.35	124.00	-55.68	9.89	9.89	9.89	3.71	4.87	26.94	33.20	15.204	315.554	101.074	15.405	1023.02	1
EQU	0	30/08/18	16:02:28	//	16:02:29	58.9434	1.6233	15.36	NaN	2061.90	351.62	205.12	1.35	32.93	1022.90	1019.48	-0.99	2.88	85.75	124.00	-55.66	9.89	9.89	9.89	5.21	4.94	26.94	33.20	15.196	314.756	100.797	15.395	1023.24	1
EQU	0	30/08/18	16:04:01	//	16:04:01	58.9462	1.6116	15.36	NaN	2062.60	351.79	205.08	1.35	32.94	1022.90	1019.45	-1.03	2.90	85.06	124.00	-55.64	9.89	9.89	9.89	4.23	4.87	27.00	33.20	15.207	313.245	100.317	15.397	1023.16	1
EQU	0	30/08/18	16:05:34	//	16:05:34	58.9490	1.5998	15.37	NaN	2062.50	351.76	204.87	1.35	32.93	1022.90	1019.53	-0.99	2.88	84.69	124.00	-55.68	9.89	9.89	9.89	4.43	5.00	27.00	33.31	15.221	313.510	100.425	15.408	1023.18	1
EQU	0	30/08/18	16:07:06	//	16:07:06	58.9518	1.5882	15.38	NaN	2063.70	351.96	205.00	1.35	32.92	1023.10	1019.50	-1.05	2.90	87.92	124.00	-55.67	9.89	9.89	9.89	4.17	5.00	27.00	33.31	15.236	313.450	100.430	15.419	1023.21	1
EQU	0	30/08/18	16:08:39	//	16:08:39	58.9546	1.5765	15.40	NaN	2065.40	352.34	204.91	1.35	32.93	1023.00	1019.66	-1.17	2.89	84.63	124.00	-55.66	9.89	9.89	9.89	4.96	4.87	26.94	33.20	15.241	313.576	100.501	15.433	1023.26	1
EQU	0	30/08/18	16:10:12	//	16:10:12	58.9574	1.5647	15.40	NaN	2067.60	352.88	205.29	1.35	32.93	1023.00	1019.61	-0.98	2.90	85.59	124.00	-55.58	9.89	9.89	9.89	4.84	4.87	27.00	33.20	15.252	314.072	100.666	15.436	1023.22	1
EQU	0	30/08/18	16:11:44	//	16:11:44	58.9603	1.5530	15.41	NaN	2069.10	353.20	204.66	1.35	32.92	1023.00	1019.64	-1.07	2.88	85.06	124.00	-55.58	9.89	9.89	9.89	4.49	4.94	26.94	33.31	15.256	314.052	100.687	15.448	1023.33	1
EQU	0	30/08/18	16:13:17	//	16:13:17	58.9631	1.5413	15.41	NaN	2069.70	353.35	204.66	1.35	32.92	1022.90	1019.70	-1.05	2.90	85.75	124.00	-55.64	9.89	9.89	9.89	4.08	5.00	26.94	33.20	15.271	314.573	100.867	15.454	0.00	1
EQU	0	30/08/18	16:14:49	//	16:14:50	58.9659	1.5296	15.42	NaN	2069.50	353.30	204.58	1.35	32.93	1023.00	1019.45	-0.97	2.89	85.27	124.00	-55.64	9.89	9.89	9.89	4.47	5.00	26.94	33.31	15.275	314.070	100.727	15.464	1023.39	1
EQU	0	30/08/18	16:16:22	//	16:16:22	58.9688	1.5180	15.43	NaN	2068.40	353.06	204.79	1.35	32.93	1023.00	1019.77	-1.05	2.89	85.01	124.00	-55.69	9.89	9.89	9.89	4.12	4.94	26.94	33.20	15.280	313.947	100.695	15.468	1023.18	1
EQU	0	30/08/18	16:17:55	//	16:17:55	58.9717	1.5062	15.43	NaN	2067.20	352.73	204.95	1.35	32.93	1023.10	1019.61	-1.04	2.89	87.53	124.00	-55.71	9.89	9.89	9.89	3.41	4.94	26.94	33.31	15.278	313.906	100.687	15.470	1023.28	1
EQU	0	30/08/18	16:19:27	//	16:19:27	58.9745	1.4947	15.43	NaN	2064.90	352.23	205.41	1.35	32.93	1023.00	1019.67	-1.09	2.88	86.45	124.00	18.84	9.89	9.89	9.89	4.86	4.94	26.94	33.31	15.277	313.472	100.545	15.469	1023.19	1
EQU	0	30/08/18	16:21:00	//	16:21:00	58.9774	1.4829	15.43	NaN	2062.70	351.73	205.37	1.35	32.93	1023.10	1019.59	-1.15	2.90	85.54	124.00	18.87	9.89	9.89	9.89	3.00	4.94	26.94	33.20	15.281	313.406	100.522	15.468	1023.18	1
EQU	0	30/08/18	16:22:32	//	16:22:33	58.9802	1.4710	15.43	NaN	2060.50	351.22	204.95	1.35	32.94	1023.10	1019.62	-1.09	2.90	85.75	124.00	18.84	9.89	9.89	9.89	3.33	4.94	26.94	33.20	15.273	312.960	100.377	15.467	1023.36	1
EQU	0	30/08/18	16:24:05	//	16:24:05	58.9829	1.4592	15.42	NaN	2058.20	350.71	204.58	1.35	32.94	1023.10	1019.70	-1.09	2.90	84.10	124.00	-55.69	9.89	9.89	9.89	3.54	4.94	26.94	33.20	15.262	313.252	100.455	15.460	1023.24	1
EQU	0	30/08/18	16:25:38	//	16:25:38	58.9857	1.4473	15.41	NaN	2057.40	350.58	204.50	1.35	32.93	1023.00	1019.81	-1.05	2.89	85.43	124.00	-55.69	9.89	9.89	9.89	3.35	4.94	26.94	33.31	15.257	313.977	100.662	15.448	1023.48	1
EQU	0	30/08/18	16:27:12	//	16:27:12	58.9885	1.4353	15.41	NaN	2055.90	350.22	204.45	1.35	32.94	1023.10	1019.63	-1.09	2.90	86.18	124.00	-55.61	9.89	9.89	9.89	3.82	5.00	26.94	33.31	15.250	314.219	100.728	15.443	1023.24	1
EQU	0	30/08/18	16:28:44	//	16:28:44	58.9913	1.4237	15.40	NaN	2054.40	349.85	204.33	1.35	32.93	1023.10	1019.56	-1.09	2.89	85.70	124.00	-55.61	9.89	9.89	9.89	3.96	5.00	26.94	33.31	15.250	313.883	100.613	15.439	1023.25	1
EQU	0	30/08/18	16:30:17	//	16:30:17	58.9942	1.4117	15.40	NaN	2053.50	349.66	204.08	1.34	32.94	1023.10	1019.75	-1.06	2.89	84.53	124.00	-55.68	9.89	9.89	9.89	4.31	4.94	26.94	33.31	15.249	313.627	100.529	15.438	1023.40	1
EQU	0	30/08/18	16:31:50	//	16:31:50	58.9970	1.3998	15.40	NaN	2052.70	349.45	203.91	1.34	32.94	1023.20	1019.71	-1.18	2.91	84.63	124.00	-55.67	9.89	9.89	9.89	4.12	5.00	26.94	33.31	15.250	313.158	100.380	15.439	1023.44	1
EQU	0	30/08/18	16:33:22	//	16:33:22	58.9998	1.3882	15.40	NaN	2052.20	349.47	204.08	1.34	32.94	1022.90	1019.46	-1.17	2.93	87.05	124.00	-55.68	9.89	9.89	9.89	2.04	5.00	26.94	33.31	15.250	313.255	100.408	15.438	1023.24	1
EQU	0	30/08/18	16:34:55	//	16:34:55	59.0026	1.3764	15.40	NaN	2053.00	349.48	204.29	1.35	32.94	1023.20	1019.43	-0.96	2.91	86.08	124.00	-55.64	9.89	9.89	9.89	3.12	4.94	26.94	33.20	15.252	313.652	100.540	15.440	1023.27	1
EQU	0	30/08/18	16:36:27	//	16:36:27	59.0053	1.3649	15.41	NaN	2053.00	349.63	204.75	1.35	32.94	1022.90	1019.53	-1.08	2.91	87.59	124.00	-55.56	9.89	9.89	9.89	4.57	4.94	26.87	33.20	15.250	313.303	100.432	15.442	1023.43	1
EQU	0	30/08/18	16:38:00	//	16:38:00	59.0080	1.3532	15.40	NaN	2054.10	349.81	204.45	1.35	32.94	1023.10	1019.61	-1.03	2.92	85.70	124.00	-55.54	9.89	9.89	9.89	3.29	4.87	26.94	33.20	15.246	313.102	100.357	15.437	1023.36	1
EQU	0	30/08/18	16:39:33	//	16:39:33	59.0108	1.3416	15.40	NaN	2054.90	349.99	204.12	1.34	32.94	1023.10	1019.44	-1.17	2.90	87.81	124.00	-55.48	9.89	9.89	9.89	3.06	4.87	26.87	33.20	15.243	312.915	100.288	15.433	1023.30	1
EQU	0	30/08/18	16:41:05	//	16:41:05	59.0135	1.3301	15.39	NaN	2055.70	350.15	203.83	1.34	32.94	1023.10	1019.73	-1.06	2.91	85.06	124.00	-55.47	9.89	9.89	9.89	2.90	4.94	26.87	33.20	15.215	314.508	100.767	15.418	1023.46	1
EQU	0	30/08/18	16:42:38	//	16:42:38	59.0162	1.3186	15.36	NaN	2055.70	350.05	204.16	1.34	32.93	1023.30	1019.88	-1.11	2.90	86.40	124.00	-55.49	9.89	9.89	9.89	3.88	5.00	26.87	33.20	15.184	317.311	101.596	15.386	1023.59	1
STD1	0	30/08/18	16:47:08	//	16:47:09	59.0243	1.2842	15.33	0.00	5.70	-0.14	-16.21	-0.10	32.91	1023.40	1019.92	-1.14	2.88	85.11	124.00	-55.64	9.89	9.89	9.89	4.20	5.12	26.75	33.10	15.173	313.767	100.410	15.363	1023.58	1
STD2	0	30/08/18	16:51:39	//	16:51:40	59.0326	1.2494	15.34	189.97	1250.60	189.65	-23.46	-0.14	32.89	1023.20	1019.91	-1.04	2.91	75.25	124.00	-53.80	9.89	9.89	9.89	3.51	4.87	26.69	33.10	15.201	313.630	100.399	15.378	1023.73	1
STD3-DRAIN	0	30/08/18	16:56:09	//	16:56:10	59.0409	1.2147	15.39	395.35	2248.50	393.97	-26.67	-0.16	32.87	1023.20	1019.82	-1.05	2.88	77.34	124.00	-55.60	9.89	9.89	9.89	4.23	4.81	26.69	33.10	15.236	313.487	100.445	15.420	1023.55	1
STD4	0	30/08/18	17:01:00	//	17:01:01	59.0497	1.1780	15.38	519.92	2743.50	519.87	-27.96	-0.17	32.84	1023.20	1019.77	-1.08	2.90	73.18	124.00	-55.60	9.89	9.89	9.89	3.24	4.81	26.69	32.99	15.220	315.288	100.997	15.409	1023.50	1
